Exporter,Importer,cross,Year,Quantity_mt ,Value_usd ,Unnamed: 6,Import trade _metric Tons,Import trade _Values _USD ,country1,country2,longitude1,latitude1,longitude2,latitude2,trade_scaled,normal_trade
50,14,COM_MDG,2014,0,0,,113,92,COM,MDG,,,46.69117091471639,-19.356114077828778,0.000145762064713197,55263.64318705046
50,14,COM_MDG,2015,0,0,,90,65,COM,MDG,,,46.69117091471639,-19.356114077828778,0.00011609367986006842,45796.03224523731
50,14,COM_MDG,2016,0,0,,118,50,COM,MDG,,,46.69117091471639,-19.356114077828778,0.00015221171359431192,72976.90826176785
50,14,COM_MDG,2017,0,0,,58,38,COM,MDG,,,46.69117091471639,-19.356114077828778,7.481592702093298e-05,65443.31704965378
50,14,COM_MDG,2018,0,0,,54,35,COM,MDG,,,46.69117091471639,-19.356114077828778,6.965620791604104e-05,69494.03462267549
50,14,COM_MDG,2019,0,0,,68,90,COM,MDG,,,46.69117091471639,-19.356114077828778,8.771522478316281e-05,90617.80219656957
50,14,COM_MDG,2020,0,0,,69,82,COM,MDG,,,46.69117091471639,-19.356114077828778,8.900515455938579e-05,107268.16515452763
50,14,COM_MDG,2021,0,0,,160,168,COM,MDG,,,46.69117091471639,-19.356114077828778,0.00020638876419567717,55413.55008236581
50,30,COM_TUN,2014,0,0,,1,1,COM,TUN,,,9.534716120695835,34.172939036882376,1.2899297762229824e-06,44238.72384692566
50,38,COM_MRT,2018,0,0,,17,17,COM,MRT,,,-10.326396925234992,20.20926720635376,2.1928806195790702e-05,94561.29521723397
50,38,COM_MRT,2019,0,0,,29,31,COM,MRT,,,-10.326396925234992,20.20926720635376,3.740796351046649e-05,73840.843148111
50,47,COM_MUS,2005,0,0,,4,3,COM,MUS,,,57.5522,-20.3484,5.15971910489193e-06,71344.59254436051
50,47,COM_MUS,2012,0,0,,14,9,COM,MUS,,,57.5522,-20.3484,1.8059016867121755e-05,66824.6941709713
50,47,COM_MUS,2014,0,0,,0,3,COM,MUS,,,57.5522,-20.3484,0.0,68872.56209709753
50,47,COM_MUS,2018,0,0,,15,37,COM,MUS,,,57.5522,-20.3484,1.9348946643344735e-05,71687.88462652834
51,5,CPV_ZAF,2019,18,27,,0,0,CPV,ZAF,,,25.048013879861678,-28.947033259979115,0.0,50214.366528119004
